"","stat","locus","effect","df","Fvalue","pvalue"
"1","lme4QTL, binomial probit","CM084264_1_39013.1","generation",2,2.26203398587737,0.106101366762961
"2","lme4QTL, binomial probit","CM084264_1_39013.1","treatment",2,0.0775158515748177,0.925432866010416
"3","lme4QTL, binomial probit","CM084264_1_39013.1","generation * treatment",3,2.9449858484013,0.0334061749218924
"4","lme4QTL, binomial probit","CM084264_1_63760.1","generation",2,0.813119008136279,0.444551659869555
"5","lme4QTL, binomial probit","CM084264_1_63760.1","treatment",2,0.601049042225871,0.548965374973042
"6","lme4QTL, binomial probit","CM084264_1_63760.1","generation * treatment",3,1.35509500689993,0.25690930272246
"7","lme4QTL, binomial probit","CM084264_1_65408.1","generation",2,1.72150480351081,0.180746308930934
"8","lme4QTL, binomial probit","CM084264_1_65408.1","treatment",2,2.03233150938603,0.133021967903022
"9","lme4QTL, binomial probit","CM084264_1_65408.1","generation * treatment",3,4.35806515973453,0.00510861596910909
"10","lme4QTL, binomial probit","CM084264_1_65418.1","generation",2,1.49290894752119,0.226560198652993
"11","lme4QTL, binomial probit","CM084264_1_65418.1","treatment",2,1.61440097388572,0.200917806142905
"12","lme4QTL, binomial probit","CM084264_1_65418.1","generation * treatment",3,0.00149605897505422,0.999919918613686
"13","lme4QTL, binomial probit","CM084264_1_65424.1","generation",2,1.04774256508216,0.352144901927982
"14","lme4QTL, binomial probit","CM084264_1_65424.1","treatment",2,1.62448569126327,0.198925481049551
"15","lme4QTL, binomial probit","CM084264_1_65424.1","generation * treatment",3,0.355329772836992,0.785321944925367
"16","lme4QTL, binomial probit","CM084264_1_2738036.1","generation",2,4.57347453134932,0.0111314015511779
"17","lme4QTL, binomial probit","CM084264_1_2738036.1","treatment",2,0.145259186848353,0.864865408024011
"18","lme4QTL, binomial probit","CM084264_1_2738036.1","generation * treatment",3,2.76757939985301,0.042184670959003
"19","lme4QTL, binomial probit","CM084264_1_2738113.1","generation",2,1.35777102707945,0.258977681192812
"20","lme4QTL, binomial probit","CM084264_1_2738113.1","treatment",2,0.460082758923075,0.631723532101005
"21","lme4QTL, binomial probit","CM084264_1_2738113.1","generation * treatment",3,2.80119142689375,0.040363144625664
"22","lme4QTL, binomial probit","CM084264_1_2740137.1","generation",2,1.32198902012094,0.26831818383493
"23","lme4QTL, binomial probit","CM084264_1_2740137.1","treatment",2,0.530291067653311,0.589042997643767
"24","lme4QTL, binomial probit","CM084264_1_2740137.1","generation * treatment",3,0.981530407082481,0.401897802589259
"25","lme4QTL, binomial probit","CM084264_1_2740163.1","generation",2,3.46134687286279,0.032782003467318
"26","lme4QTL, binomial probit","CM084264_1_2740163.1","treatment",2,1.55167010519605,0.213770359663647
"27","lme4QTL, binomial probit","CM084264_1_2740163.1","generation * treatment",3,3.97526147988075,0.00851527593109346
"28","lme4QTL, binomial probit","CM084264_1_2740171.1","generation",2,5.24314857467738,0.0058328450766307
"29","lme4QTL, binomial probit","CM084264_1_2740171.1","treatment",2,2.20109252947617,0.112657134154645
"30","lme4QTL, binomial probit","CM084264_1_2740171.1","generation * treatment",3,1.5047618760349,0.213602099385086
"31","lme4QTL, binomial probit","CM084264_1_2740287.1","generation",2,0.708151453032536,0.493462998277965
"32","lme4QTL, binomial probit","CM084264_1_2740287.1","treatment",2,2.6643789688104,0.0714668113427332
"33","lme4QTL, binomial probit","CM084264_1_2740287.1","generation * treatment",3,1.35502309203818,0.256931933661524
"34","lme4QTL, binomial probit","CM084264_1_6151081.1","generation",2,0.244796136394633,0.783037041975053
"35","lme4QTL, binomial probit","CM084264_1_6151081.1","treatment",2,1.78833626563146,0.169206095758054
"36","lme4QTL, binomial probit","CM084264_1_6151081.1","generation * treatment",3,0.689213252699573,0.559315012074336
"37","lme4QTL, binomial probit","CM084264_1_6956767.1","generation",2,2.75361513558575,0.0654800875132581
"38","lme4QTL, binomial probit","CM084264_1_6956767.1","treatment",2,2.96285364942114,0.0533476554748091
"39","lme4QTL, binomial probit","CM084264_1_6956767.1","generation * treatment",3,1.43227998099772,0.233651342537368
"40","lme4QTL, binomial probit","CM084264_1_6990362.1","generation",2,4.30292065087271,0.0144651645946569
"41","lme4QTL, binomial probit","CM084264_1_6990362.1","treatment",2,1.9737785173805,0.140923095244672
"42","lme4QTL, binomial probit","CM084264_1_6990362.1","generation * treatment",3,1.83921041367217,0.140307374779871
"43","lme4QTL, binomial probit","CM084264_1_6990394.1","generation",2,0.131695501480372,0.87666394766478
"44","lme4QTL, binomial probit","CM084264_1_6990394.1","treatment",2,3.53345471153957,0.0305567680244699
"45","lme4QTL, binomial probit","CM084264_1_6990394.1","generation * treatment",3,0.461271212063334,0.709563378856631
"46","lme4QTL, binomial probit","CM084264_1_8098035.1","generation",2,1.40863973529963,0.246259831641307
"47","lme4QTL, binomial probit","CM084264_1_8098035.1","treatment",2,0.422335697535128,0.655944642815433
"48","lme4QTL, binomial probit","CM084264_1_8098035.1","generation * treatment",3,0.559437532906267,0.642234029883517
